Entité financière programme;Nomenclature;Nature AP/EPCP;Type mouvement;Section;Code chapitre;Libellé chapitre;Code article;Libellé article;Code fonction;Libellé fonction;Mt Voté BP
Budget principal VT;M14;Dépense;Réel;Investissement;21;Immobilisations corporelles;2184;Mobilier;72;Aide au secteur locatif;50000
Budget principal VT;M14;Dépense;Réel;Investissement;21;Immobilisations corporelles;2184;Mobilier;90;Interventions économiques;20000
Budget principal VT;M14;Dépense;Réel;Investissement;21;Immobilisations corporelles;2185;Cheptel;112;Police municipale;2000
Budget principal VT;M14;Dépense;Réel;Investissement;21;Immobilisations corporelles;2188;Autres immobilisations corporelles;020;Administration générale de la collectivité;746050
Budget principal VT;M14;Dépense;Réel;Investissement;21;Immobilisations corporelles;2188;Autres immobilisations corporelles;023;Information, communication, publicité;25000
Budget principal VT;M14;Dépense;Réel;Investissement;21;Immobilisations corporelles;2188;Autres immobilisations corporelles;422;Autres activités pour les jeunes;148500
Budget principal VT;M14;Dépense;Réel;Investissement;21;Immobilisations corporelles;2188;Autres immobilisations corporelles;423;Colonies de vacances;118100
Budget principal VT;M14;Dépense;Réel;Investissement;23;Immobilisations en cours;2313;Constructions en cours;020;Administration générale de la collectivité;1200000
Budget principal VT;M14;Dépense;Réel;Investissement;23;Immobilisations en cours;2313;Constructions en cours;33;Action culturelle;12700000
Budget principal VT;M14;Dépense;Réel;Investissement;23;Immobilisations en cours;2313;Constructions en cours;412;Stades;10000000
Budget principal VT;M14;Dépense;Réel;Investissement;23;Immobilisations en cours;2315;Installations, matériel et outillage techniques en cours;020;Administration générale de la collectivité;2622741
Budget principal VT;M14;Dépense;Réel;Investissement;23;Immobilisations en cours;2315;Installations, matériel et outillage techniques en cours;524;Autres services;290000
Budget principal VT;M14;Dépense;Réel;Investissement;23;Immobilisations en cours;2315;Installations, matériel et outillage techniques en cours;831;Aménagement des eaux;150000
Budget principal VT;M14;Dépense;Réel;Investissement;27;Autres immobilisations financières;275;Dépots et cautionnements versés;01;Opérations non ventilables;110100
Budget principal VT;M14;Dépense;Réel;Investissement;27;Autres immobilisations financières;2761;Créances pour avances en garanties d'emprunt;01;Opérations non ventilables;150000
Budget principal VT;M14;Dépense;Ordre;Fonctionnement;042;Opérations d'ordre de transfert entre sections;6811;Dotations aux amortissements des immobilisations incorporelles et corporelles;01;Opération non ventilable;26000000
Budget principal VT;M14;Recette;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;7018;Autres ventes de produits finis;523;Actions en faveur des personnes en difficulté;19000
Budget principal VT;M14;Recette;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;7018;Autres ventes de produits finis;524;Autres services;1000
Budget principal VT;M14;Recette;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70323;Redevance d'occupation du domaine public communal;524;Autres services;11700
Budget principal VT;M14;Recette;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70323;Redevance d'occupation du domaine public communal;822;Voirie communale et routes;3505000
Budget principal VT;M14;Recette;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70388;Autres redevances et recettes diverses;112;Police municipale;850000
Budget principal VT;M14;Recette;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;704;Travaux;321;Bibliothèques et médiathèques;5000
Budget principal VT;M14;Recette;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;7062;Redevances et droits des services à caractère culturel;422;Autres activités pour les jeunes;473071
Budget principal VT;M14;Recette;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;7066;Redevances et droits des services à caractère social;421;Centres de loisirs;740000
Budget principal VT;M14;Recette;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;7066;Redevances et droits des services à caractère social;423;Colonies de vacances;275000
Budget principal VT;M14;Recette;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;7067;Redevances et droits des services périscolaires et d'enseignement;311;Expression musicale, lyrique et chorégraphique;142000
Budget principal VT;M14;Recette;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70688;Autres prestations de service;112;Police municipale;500
Budget principal VT;M14;Recette;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;7083;Locations diverses (autres qu'immeubles);422;Autres activités pour les jeunes;35950
Budget principal VT;M14;Recette;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70848;Mise à disposition de personnel facturée aux autres organismes;025;Aides aux associations (non classées ailleurs);800
Budget principal VT;M14;Recette;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;7088;Autres produits d'activités annexes (abonnements et ventes d'ouvrages...);323;Archives;5000
Budget principal VT;M14;Recette;Réel;Fonctionnement;73;Impôts et taxes;7321;Attribution de compensation;01;Opérations non ventilables;155642847
Budget principal VT;M14;Recette;Réel;Fonctionnement;73;Impôts et taxes;7337;Droits de stationnement;822;Voirie communale et routes;5545400
Budget principal VT;M14;Recette;Réel;Fonctionnement;73;Impôts et taxes;7362;Taxes de séjour;95;Aides au tourisme;1800000
Budget principal VT;M14;Recette;Réel;Fonctionnement;74;Dotations, subventions et participations;745;Dotation spéciale au titre des instituteurs;01;Opération non ventilable;50000
Budget principal VT;M14;Recette;Réel;Fonctionnement;74;Dotations, subventions et participations;74718;Autres participations de l'Etat;022;Administration générale de l'Etat;110275
Budget principal VT;M14;Recette;Réel;Fonctionnement;74;Dotations, subventions et participations;74718;Autres participations de l'Etat;213;Classes regroupées;50000
Budget principal VT;M14;Recette;Réel;Fonctionnement;74;Dotations, subventions et participations;74718;Autres participations de l'Etat;510;Services communs;70000
Budget principal VT;M14;Recette;Réel;Fonctionnement;74;Dotations, subventions et participations;74718;Autres participations de l'Etat;524;Autres services;191000
Budget principal VT;M14;Recette;Réel;Fonctionnement;74;Dotations, subventions et participations;7472;Participations des régions;020;Administration générale de la collectivité;4573
Budget principal VT;M14;Recette;Réel;Fonctionnement;74;Dotations, subventions et participations;7477;Participations du budget communautaire et fonds structurels;048;Autres actions de coopération décentralisée;172890
Budget principal VT;M14;Recette;Réel;Fonctionnement;74;Dotations, subventions et participations;7478;Participations des autres organismes;311;Expression musicale, lyrique et chorégraphique;20000
Budget principal VT;M14;Recette;Réel;Fonctionnement;74;Dotations, subventions et participations;7478;Participations des autres organismes;64;Crèches et garderies;10490882
Budget principal VT;M14;Recette;Réel;Fonctionnement;74;Dotations, subventions et participations;74835;Etat - Compensation au titre des exonérations de taxe d'habitation;01;Opérations non ventilables;8516000
Budget principal VT;M14;Recette;Réel;Fonctionnement;74;Dotations, subventions et participations;7484;Dotation de recensement;020;Administration générale de la collectivité;100000
Budget principal VT;M14;Recette;Réel;Fonctionnement;75;Autres produits de gestion courante;752;Revenus des immeubles;025;Aides aux associations (non classées ailleurs);13200
Budget principal VT;M14;Recette;Réel;Fonctionnement;75;Autres produits de gestion courante;757;Redevances versées par les fermiers et les concessionnaires;314;Cinémas et autres salles de spectacles;88500
Budget principal VT;M14;Recette;Réel;Fonctionnement;77;Produits exceptionnels;7711;Dédits et pénalités perçus;213;Classes regroupées;1000
Budget principal VT;M14;Recette;Réel;Fonctionnement;77;Produits exceptionnels;7788;Produits exceptionnels divers;251;Hébergement et restauration scolaire;2000
Budget principal VT;M14;Recette;Réel;Investissement;024;Produits des cessions d'immobilisations (recettes);024;Produits des cessions d'immobilisations;824;Autres opérations d'aménagement urbain;2862400
Budget principal VT;M14;Recette;Réel;Investissement;13;Subventions d'investissement (reçues);1322;Subventions d'équipement non transférables - Régions;822;Voirie communale et routes;535114
Budget principal VT;M14;Recette;Réel;Investissement;13;Subventions d'investissement (reçues);1323;Subventions d'équipement non transférables - Départements;411;Salles de sports, gymnases;332246
Budget principal VT;M14;Recette;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;28041582;Amortissement des subventions d'équipement versées aux autres groupements de collectivités - Bâtiments et installations;01;Opération non ventilable;132801
Budget principal VT;M14;Recette;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;28051;Amortissement des concessions et droits similaires, brevets, licences, logiciels, droits et valeurs similaires;01;Opération non ventilable;1600992
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6068;Autres matières et fournitures;313;Théâtres;472387
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6132;Locations immobilières;313;Théâtres;630000
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;313;Théâtres;70000
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;616;Primes d'assurance;313;Théâtres;50000
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6182;Documentation générale et technique;313;Théâtres;6000
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6226;Honoraires;313;Théâtres;35500
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6251;Voyages et déplacements;313;Théâtres;135000
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6257;Réceptions;313;Théâtres;124500
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6281;Concours divers (cotisations..);313;Théâtres;21500
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;63512;Taxes foncières;313;Théâtres;11500
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;313;Théâtres;2182000
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64118;Autres indemnités;313;Théâtres;1052000
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6451;Cotisations à l' U.R.S.S.A.F.;313;Théâtres;3816000
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;65;Autres charges de gestion courante;6574;Subventions de fonctionnement aux associations et autres personnes droit privé;313;Théâtres;248000
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Investissement;21;Immobilisations corporelles;2158;Autres installations, matériel et outillage technique;313;Théâtres;121500
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Investissement;21;Immobilisations corporelles;2188;Autres immobilisations corporelles;313;Théâtres;137800
Théâtre Orchestre du Capitole;M14;Recette;Réel;Fonctionnement;013;Atténuations de charges;6419;Remboursements sur rémunérations du personnel;313;Théâtres;67540
Théâtre Orchestre du Capitole;M14;Recette;Réel;Fonctionnement;74;Dotations, subventions et participations;7472;Participations des régions;313;Théâtres;584640
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6065;Livres, disques, cassettes (bibliothèques, médiatèques);823;Espaces verts urbains;800
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6068;Autres matières et fournitures;414;Autres équipements sportifs ou de loisir;8780
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60632;Fournitures de petit équipement;61;Services en faveur des personnes agées;8000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6065;Livres, disques, cassettes (bibliothèques, médiatèques);520;Services communs;400
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6068;Autres matières et fournitures;423;Colonies de vacances;20100
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;611;Contrats de prestations de services;112;Police municipale;646949
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60632;Fournitures de petit équipement;814;Eclairage public;10000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60633;Fournitures de voirie;024;Fêtes et cérémonies;121000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6132;Locations immobilières;311;Expression musicale, lyrique et chorégraphique;15000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6132;Locations immobilières;020;Administration générale de la collectivité;1533076
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6135;Locations mobilières;414;Autres équipements sportifs ou de loisir;2000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;61522;Entretien et réparations des bâtiments;112;Police municipale;5000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6132;Locations immobilières;422;Autres activités pour les jeunes;8000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6135;Locations mobilières;822;Voirie communale et routes;28946
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6135;Locations mobilières;423;Colonies de vacances;120980
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6135;Locations mobilières;64;Crèches et garderies;27650
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6135;Locations mobilières;814;Eclairage public;40000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6135;Locations mobilières;412;Stades;12000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6227;Frais d'actes et de contentieux;824;Autres opérations d'aménagement urbain;12000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6231;Annonces et insertions;020;Administration générale de la collectivité;404727
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6188;Autres frais divers;61;Services en faveur des personnes agées;264311
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6188;Autres frais divers;64;Crèches et garderies;59316
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6227;Frais d'actes et de contentieux;03;Justice;40000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6188;Autres frais divers;510;Services communs;60000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6188;Autres frais divers;820;Services communs;5000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6228;Divers;423;Colonies de vacances;600
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6226;Honoraires;524;Autres services;110000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6228;Divers;421;Centres de loisirs;500
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;020;Administration générale de la collectivité;152000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;411;Salles de sports, gymnases;3000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;415;Manifestations sportives;6500
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;821;Equipements de voirie;219000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;213;Classes regroupées;45000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;61523;Entretien et réparations des voies et réseaux;814;Eclairage public;205000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;61523;Entretien et réparations des voies et réseaux;91;Foires et marchés;43500
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;413;Piscines;9000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;61522;Entretien et réparations des bâtiments;814;Eclairage public;15000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;61522;Entretien et réparations des bâtiments;412;Stades;1450
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60632;Fournitures de petit équipement;522;Actions en faveur de l'enfance et de l'adolescence;9900
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60632;Fournitures de petit équipement;251;Hébergement et restauration scolaire;685500
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60632;Fournitures de petit équipement;415;Manifestations sportives;3000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60632;Fournitures de petit équipement;423;Colonies de vacances;21600
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60632;Fournitures de petit équipement;40;Services communs;165300
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60632;Fournitures de petit équipement;323;Archives;22000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60623;Alimentation;415;Manifestations sportives;20300
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60621;Combustibles;823;Espaces verts urbains;55000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60623;Alimentation;421;Centres de loisirs;35700
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60621;Combustibles;40;Services communs;15000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;255;Classes de découverte et autres services annexes de l'enseignement;10517
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;311;Expression musicale, lyrique et chorégraphique;59430
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;026;Cimetières et pompes funèbres;18075
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;213;Classes regroupées;35018
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;211;Ecoles maternelles;229994
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;824;Autres opérations d'aménagement urbain;44730
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;822;Voirie communale et routes;14429
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;823;Espaces verts urbains;99333
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;422;Autres activités pour les jeunes;6956325
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;022;Administration générale de l'Etat;1826522
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;421;Centres de loisirs;996433
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;510;Services communs;1871896
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;212;Ecoles primaires;11261844
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;022;Administration générale de l'Etat;54493
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;021;Assemblée locale;8784
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;823;Espaces verts urbains;9548198
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;023;Information, communication, publicité;25829
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;20;Services communs;97952
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;255;Classes de découverte et autres services annexes de l'enseignement;11743
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;30;Services communs;13040
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;312;Arts plastiques et autres activités artistiques;4356
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;40;Services communs;420516
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;520;Services communs;110648
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;814;Eclairage public;29018
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;820;Services communs;65727
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;823;Espaces verts urbains;245507
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;824;Autres opérations d'aménagement urbain;165115
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64118;Autres indemnités;110;Services communs;303409
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64118;Autres indemnités;114;Autres services de protection civile;144774
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64118;Autres indemnités;321;Bibliothèques et médiathèques;1922418
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64118;Autres indemnités;421;Centres de loisirs;247902
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64118;Autres indemnités;511;Dispensaires et autrs établissements sanitaires;33728
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64118;Autres indemnités;814;Eclairage public;433164
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64118;Autres indemnités;831;Aménagement des eaux;71973
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;01;Opérations non ventilables;12824
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;022;Administration générale de l'Etat;84698
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;20;Services communs;56765
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;255;Classes de découverte et autres services annexes de l'enseignement;303220
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;30;Services communs;425859
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;321;Bibliothèques et médiathèques;1010032
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;520;Services communs;343010
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;524;Autres services;902650
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;814;Eclairage public;28941
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;831;Aménagement des eaux;80248
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64162;Emplois d'avenir;020;Administration générale de la collectivité;674094
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64162;Emplois d'avenir;321;Bibliothèques et médiathèques;105968
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64162;Emplois d'avenir;64;Crèches et garderies;162432
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6417;Rémunération des apprentis;211;Ecoles maternelles;4762
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6417;Rémunération des apprentis;212;Ecoles primaires;11440
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6417;Rémunération des apprentis;64;Crèches et garderies;69804
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6417;Rémunération des apprentis;823;Espaces verts urbains;174717
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6451;Cotisations à l' U.R.S.S.A.F.;020;Administration générale de la collectivité;4279260
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;611;Contrats de prestations de services;814;Eclairage public;60000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6135;Locations mobilières;823;Espaces verts urbains;33000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;611;Contrats de prestations de services;322;Musées;801470
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6135;Locations mobilières;322;Musées;93150
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6185;Frais de colloques et de séminaires;020;Administration générale de la collectivité;5000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;617;Etudes et reherches;521;Services à caractère social pour handicapés et inadaptés;20000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6182;Documentation générale et technique;321;Bibliothèques et médiathèques;373406
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6182;Documentation générale et technique;213;Classes regroupées;10000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6182;Documentation générale et technique;322;Musées;37350
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;616;Primes d'assurance;01;Opérations non ventilables;45000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;617;Etudes et reherches;423;Colonies de vacances;5000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;617;Etudes et reherches;510;Services communs;65000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;617;Etudes et reherches;30;Services communs;31500
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6156;Maintenance;510;Services communs;20000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6238;Divers;255;Classes de découverte et autres services annexes de l'enseignement;8000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6247;Transports collectifs;020;Administration générale de la collectivité;1000
